Region,Nodo,tac,lac,Total de Sectores,estado por sector,Relacion TAC-LAC,Color tecnologia,Color,Descripcion,Latitud,Longitud,Azimuth,BeamWidth,Height
REGION 4,TA2972U850,,49018,3,OK,OK,#00FF00,#00FF00,,23.242945,-97.833084,"[17.0, 158.0, 258.0]","[65.0, 65.0, 65.0]",60
REGION 9,MX4502L2100,578,,3,OK,OK,#00FF00,#00FF00,,19.50632,-99.25857,"[47.0, 157.0, 277.0]","[65.0, 65.0, 65.0]",16.8
REGION 9,MX4502U850,,22004,3,OK,OK,#00FF00,#00FF00,,19.50632,-99.25857,"[47.0, 157.0, 277.0]","[65.0, 65.0, 65.0]",16.8
REGION 9,MX3596U1900,,22004,3,OK,OK,#00FF00,#00FF00,,19.50632,-99.25857,"[47.0, 157.0, 277.0]","[65.0, 65.0, 65.0]",16.8
REGION 9,MO4992L2100,562,,3,OK,OK,#00FF00,#00FF00,,18.89225,-99.22583,"[282.0, 117.0, 247.0]","[69.0, 69.0, 69.0]",23.1
REGION 9,MO4992U850,,13000,3,OK,OK,#00FF00,#00FF00,,18.89225,-99.22583,"[282.0, 117.0, 247.0]","[69.0, 69.0, 69.0]",23.1
REGION 9,MO1273U1900,,13000,3,OK,OK,#00FF00,#00FF00,,18.89225,-99.22583,"[282.0, 117.0, 247.0]","[69.0, 69.0, 69.0]",23.1
REGION 4,192809L2100,3592,,3,OK,OK,#00FF00,#00FF00,,25.6487,-100.334236,"[6.0, 120.0, 240.0]","[22.9, 22.9, 22.9]",3
REGION 4,192809U850,,29014,3,OK,OK,#00FF00,#00FF00,,25.6487,-100.334236,"[6.0, 120.0, 240.0]","[22.9, 22.9, 22.9]",3
REGION 6,JL5114L2100,23324,,3,OK,OK,#00FF00,#00FF00,,21.533356,-102.43953,"[60.0, 160.0, 300.0]","[69.5, 69.5, 66.5]",52
REGION 6,JL5114U850,,31091,3,OK,OK,#00FF00,#00FF00,,21.533356,-102.43953,"[60.0, 160.0, 300.0]","[69.5, 69.5, 66.5]",52
REGION 6,JL1409U1900,,31091,3,OK,OK,#00FF00,#00FF00,,21.533356,-102.43953,"[60.0, 160.0, 300.0]","[69.5, 69.5, 66.5]",52
REGION 2,SI5871L2100,12844,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.796658,-108.99002,"[90.0, 215.0, 330.0]","[70.5, 70.5, 70.5]",26
REGION 2,SI5871U850,,41078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.796658,-108.99002,"[90.0, 215.0, 330.0]","[70.5, 70.5, 70.5]",26
REGION 2,SI3115U1900,,41078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.796658,-108.99002,"[90.0, 215.0, 330.0]","[70.5, 70.5, 70.5]",26
REGION 4,SL0577L2100,3857,,3,OK,OK,#00FF00,#00FF00,,21.985111,-99.01889,"[90.0, 140.0, 330.0]","[69.0, 70.0, 70.5]",30
REGION 4,SL8170U1900,,21018,3,OK,OK,#00FF00,#00FF00,,21.985111,-99.01889,"[90.0, 140.0, 330.0]","[69.0, 70.0, 70.5]",30
REGION 4,SL0577U850,,21018,3,OK,OK,#00FF00,#00FF00,,21.985111,-99.01889,"[90.0, 140.0, 330.0]","[69.0, 70.0, 70.5]",30
REGION 6,ZA4676L2100,23350,,3,OK,OK,#00FF00,#00FF00,,22.759777,-102.5033,"[65.0, 180.0, 285.0]","[68.5, 69.5, 69.0]",33
REGION 6,ZA4676U850,,41091,3,OK,OK,#00FF00,#00FF00,,22.759777,-102.5033,"[65.0, 180.0, 285.0]","[68.5, 69.5, 69.0]",33
REGION 6,ZA2385U1900,,41091,3,OK,OK,#00FF00,#00FF00,,22.759777,-102.5033,"[65.0, 180.0, 285.0]","[68.5, 69.5, 69.0]",33
REGION 4,NL6754L2100,3588,,3,OK,OK,#00FF00,#00FF00,,25.274424,-100.01537,"[60.0, 205.0, 305.0]","[68.0, 68.0, 70.5]",30
REGION 4,NL6754U850,,34014,3,OK,OK,#00FF00,#00FF00,,25.274424,-100.01537,"[60.0, 205.0, 305.0]","[68.0, 68.0, 70.5]",30
REGION 4,NL1534U1900,,34014,3,OK,OK,#00FF00,#00FF00,,25.274424,-100.01537,"[60.0, 205.0, 305.0]","[68.0, 68.0, 70.5]",30
REGION 1,BN4950L2100,14090,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.875969,-116.56407,"[132.0, 212.0, 322.0]","[65.0, 65.0, 65.0]",18
REGION 1,BN4950U850,,12041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.875969,-116.56407,"[132.0, 212.0, 322.0]","[65.0, 65.0, 65.0]",18
REGION 1,BN4955U1900,,12041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.875969,-116.56407,"[132.0, 212.0, 322.0]","[65.0, 65.0, 65.0]",18
REGION 3,CH4847L2100,18181,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.60274,-105.93429,"[35.0, 145.0, 230.0]","[65.0, 65.0, 65.0]",20
REGION 3,CH5085U1900,,11071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.60274,-105.93429,"[35.0, 145.0, 230.0]","[65.0, 65.0, 65.0]",20
REGION 3,CH4847U850,,11071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.60274,-105.93429,"[35.0, 145.0, 230.0]","[65.0, 65.0, 65.0]",20
REGION 9,DF6104L2100,569,,3,OK,OK,#00FF00,#00FF00,,19.284847,-99.23769,"[42.0, 147.0, 277.0]","[69.0, 69.0, 69.0]",23.6
REGION 9,DF6104U850,,12060,3,OK,OK,#00FF00,#00FF00,,19.284847,-99.23769,"[42.0, 147.0, 277.0]","[69.0, 69.0, 69.0]",23.6
REGION 9,DF3554U1900,,12060,3,OK,OK,#00FF00,#00FF00,,19.284847,-99.23769,"[42.0, 147.0, 277.0]","[69.0, 69.0, 69.0]",23.6
REGION 4,NL5793L2100,3588,,3,OK,OK,#00FF00,#00FF00,,25.295692,-100.02745,"[0.0, 175.0, 300.0]","[68.0, 68.0, 68.0]",30
REGION 4,NL5729U1900,,34014,3,OK,OK,#00FF00,#00FF00,,25.295692,-100.02745,"[0.0, 175.0, 300.0]","[68.0, 68.0, 68.0]",30
REGION 4,NL0289U850,,34014,3,OK,OK,#00FF00,#00FF00,,25.295692,-100.02745,"[0.0, 175.0, 300.0]","[68.0, 68.0, 68.0]",30
REGION 4,NL5793U850,,34014,3,OK,OK,#00FF00,#00FF00,,25.295692,-100.02745,"[0.0, 175.0, 300.0]","[68.0, 68.0, 68.0]",30
REGION 4,NL2462L2100,3892,,3,OK,OK,#00FF00,#00FF00,,25.794128,-100.467514,"[40.0, 200.0, 295.0]","[68.0, 70.5, 68.0]",27
REGION 4,NL2462U850,,41013,3,OK,OK,#00FF00,#00FF00,,25.794128,-100.467514,"[40.0, 200.0, 295.0]","[68.0, 70.5, 68.0]",27
REGION 4,NL0737U1900,,41013,3,OK,OK,#00FF00,#00FF00,,25.794128,-100.467514,"[40.0, 200.0, 295.0]","[68.0, 70.5, 68.0]",27
REGION 2,SO7575L2100,12817,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.461042,-109.9164,"[80.0, 170.0, 290.0]","[65.0, 65.0, 65.0]",32.1
REGION 2,SO7575U850,,41053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.461042,-109.9164,"[80.0, 170.0, 290.0]","[65.0, 65.0, 65.0]",32.1
REGION 2,SO7590U1900,,41053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.461042,-109.9164,"[80.0, 170.0, 290.0]","[65.0, 65.0, 65.0]",32.1
REGION 9,HI1306L2100,561,,3,OK,OK,#00FF00,#00FF00,,19.75339,-98.60225,"[37.0, 143.0, 277.0]","[65.0, 65.0, 65.0]",26
REGION 9,HI1306U850,,21007,3,OK,OK,#00FF00,#00FF00,,19.75339,-98.60225,"[37.0, 143.0, 277.0]","[65.0, 65.0, 65.0]",26
REGION 9,HI1633U1900,,21007,3,OK,OK,#00FF00,#00FF00,,19.75339,-98.60225,"[37.0, 143.0, 277.0]","[65.0, 65.0, 65.0]",26
REGION 6,GT7027L2100,23332,,3,OK,OK,#00FF00,#00FF00,,20.635584,-101.28714,"[11.0, 130.0, 240.0]","[70.5, 66.5, 68.5]",52
REGION 6,GT7027U850,,41033,3,OK,OK,#00FF00,#00FF00,,20.635584,-101.28714,"[11.0, 130.0, 240.0]","[70.5, 66.5, 68.5]",52
REGION 6,GT3925U1900,,41033,3,OK,OK,#00FF00,#00FF00,,20.635584,-101.28714,"[11.0, 130.0, 240.0]","[70.5, 66.5, 68.5]",52
REGION 2,SI3709L2100,12840,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.774529,-107.4861,"[90.0, 165.0, 330.0]","[68.5, 68.0, 68.0]",44
REGION 2,SI3709U850,,11329,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.774529,-107.4861,"[90.0, 165.0, 330.0]","[68.5, 68.0, 68.0]",44
REGION 2,SI2386U1900,,11329,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.774529,-107.4861,"[90.0, 165.0, 330.0]","[68.5, 68.0, 68.0]",44
REGION 4,NL5779L2100,3870,,3,OK,OK,#00FF00,#00FF00,,25.735329,-100.198616,"[60.0, 195.0, 320.0]","[68.0, 68.0, 68.0]",23
REGION 4,NL5779U850,,22016,3,OK,OK,#00FF00,#00FF00,,25.735329,-100.198616,"[60.0, 195.0, 320.0]","[68.0, 68.0, 68.0]",23
REGION 4,NL5715U1900,,22016,3,OK,OK,#00FF00,#00FF00,,25.735329,-100.198616,"[60.0, 195.0, 320.0]","[68.0, 68.0, 68.0]",23
REGION 6,QU0155L2100,23346,,3,OK,OK,#00FF00,#00FF00,,20.584831,-100.26397,"[40.0, 130.0, 250.0]","[65.0, 65.0, 65.0]",30
REGION 6,QU0155U850,,36034,3,OK,OK,#00FF00,#00FF00,,20.584831,-100.26397,"[40.0, 130.0, 250.0]","[65.0, 65.0, 65.0]",30
REGION 6,QU0156U1900,,36034,3,OK,OK,#00FF00,#00FF00,,20.584831,-100.26397,"[40.0, 130.0, 250.0]","[65.0, 65.0, 65.0]",30
REGION 6,QU7430L2100,23312,,3,OK,OK,#00FF00,#00FF00,,20.646944,-100.399,"[83.0, 195.0, 315.0]","[65.0, 65.0, 65.0]",11
REGION 6,QU7430U850,,12034,3,OK,OK,#00FF00,#00FF00,,20.646944,-100.399,"[83.0, 195.0, 315.0]","[65.0, 65.0, 65.0]",11
REGION 6,QU4347U1900,,12034,3,OK,OK,#00FF00,#00FF00,,20.646944,-100.399,"[83.0, 195.0, 315.0]","[65.0, 65.0, 65.0]",11
REGION 1,BN0299L2100,11010,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.18722,-115.00361,"[107.0, 192.0, 302.0]","[63.599998, 63.599998, 63.599998]",40
REGION 1,BN0384U1900,,23079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.18722,-115.00361,"[107.0, 192.0, 302.0]","[63.599998, 63.599998, 63.599998]",40
REGION 1,BN0299U850,,23079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.18722,-115.00361,"[107.0, 192.0, 302.0]","[63.599998, 63.599998, 63.599998]",40
REGION 6,QU2051L2100,23312,,3,OK,OK,#00FF00,#00FF00,,20.654747,-100.474915,"[90.0, 175.0, 335.0]","[69.0, 70.5, 69.0]",24.3
REGION 6,QU4634U1900,,12034,3,OK,OK,#00FF00,#00FF00,,20.654747,-100.474915,"[90.0, 175.0, 335.0]","[69.0, 70.5, 69.0]",24.3
REGION 6,QU2051U850,,12034,3,OK,OK,#00FF00,#00FF00,,20.654747,-100.474915,"[90.0, 175.0, 335.0]","[69.0, 70.5, 69.0]",24.3
REGION 3,CH4876L2100,18184,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.612024,-106.036606,"[330.0, 140.0, 240.0]","[65.0, 65.0, 65.0]",20
REGION 3,CH4876U850,,21071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.612024,-106.036606,"[330.0, 140.0, 240.0]","[65.0, 65.0, 65.0]",20
REGION 3,CH5112U1900,,21071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.612024,-106.036606,"[330.0, 140.0, 240.0]","[65.0, 65.0, 65.0]",20
REGION 1,BN9027L2100,14089,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.60417,-115.4662,"[45.0, 177.0, 286.0]","[65.0, 65.0, 65.0]",36
REGION 1,BN9027U850,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.60417,-115.4662,"[45.0, 177.0, 286.0]","[65.0, 65.0, 65.0]",36
REGION 1,BN2709U1900,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.60417,-115.4662,"[45.0, 177.0, 286.0]","[65.0, 65.0, 65.0]",36
REGION 6,GT7961L2100,23308,,3,OK,OK,#00FF00,#00FF00,,21.15514,-101.66592,"[12.0, 130.0, 240.0]","[65.0, 65.0, 65.0]",22
REGION 6,GT7961U850,,12033,3,OK,OK,#00FF00,#00FF00,,21.15514,-101.66592,"[12.0, 130.0, 240.0]","[65.0, 65.0, 65.0]",22
REGION 6,GT6041U1900,,12033,3,OK,OK,#00FF00,#00FF00,,21.15514,-101.66592,"[12.0, 130.0, 240.0]","[65.0, 65.0, 65.0]",22
REGION 4,NL5851L2100,3853,,3,OK,OK,#00FF00,#00FF00,,24.951763,-99.71745,"[325.0, 125.0, 235.0]","[70.0, 70.0, 70.0]",60
REGION 4,NL5851U850,,24014,3,OK,OK,#00FF00,#00FF00,,24.951763,-99.71745,"[325.0, 125.0, 235.0]","[70.0, 70.0, 70.0]",60
REGION 4,NL5866U1900,,24014,3,OK,OK,#00FF00,#00FF00,,24.951763,-99.71745,"[325.0, 125.0, 235.0]","[70.0, 70.0, 70.0]",60
REGION 1,BN0435L2100,11009,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.01921,-114.83709,"[12.0, 212.0, 307.0]","[65.0, 65.0, 65.0]",42
REGION 1,BN4258U1900,,11079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.01921,-114.83709,"[12.0, 212.0, 307.0]","[65.0, 65.0, 65.0]",42
REGION 1,BN0435U850,,11079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.01921,-114.83709,"[12.0, 212.0, 307.0]","[65.0, 65.0, 65.0]",42
REGION 1,BN3394L2100,14081,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.462555,-116.8984,"[355.0, 105.0, 205.0]","[65.0, 65.0, 65.0]",14
REGION 1,BN3394U850,,11044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.462555,-116.8984,"[355.0, 105.0, 205.0]","[65.0, 65.0, 65.0]",14
REGION 1,BN4000U1900,,11044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.462555,-116.8984,"[355.0, 105.0, 205.0]","[65.0, 65.0, 65.0]",14
REGION 9,MX2778L2100,583,,3,OK,OK,#00FF00,#00FF00,,19.392445,-99.03406,"[27.0, 157.0, 277.0]","[63.0, 63.0, 63.0]",21.7
REGION 9,MX2778U850,,12010,3,OK,OK,#00FF00,#00FF00,,19.392445,-99.03406,"[27.0, 157.0, 277.0]","[63.0, 63.0, 63.0]",21.7
REGION 9,MX2640U1900,,12010,3,OK,OK,#00FF00,#00FF00,,19.392445,-99.03406,"[27.0, 157.0, 277.0]","[63.0, 63.0, 63.0]",21.7
REGION 6,GT3164L2100,23336,,3,OK,OK,#00FF00,#00FF00,,20.581388,-101.15722,"[40.0, 140.0, 260.0]","[70.0, 66.5, 66.5]",31
REGION 6,GT3164U850,,31057,3,OK,OK,#00FF00,#00FF00,,20.581388,-101.15722,"[40.0, 140.0, 260.0]","[70.0, 66.5, 66.5]",31
REGION 6,GT3822U1900,,31057,3,OK,OK,#00FF00,#00FF00,,20.581388,-101.15722,"[40.0, 140.0, 260.0]","[70.0, 66.5, 66.5]",31
REGION 9,MX0328L2100,568,,3,OK,OK,#00FF00,#00FF00,,19.425922,-99.22872,"[356.0, 147.0, 294.0]","[68.5, 68.5, 68.5]",18.1
REGION 9,MX0328U850,,12108,3,OK,OK,#00FF00,#00FF00,,19.425922,-99.22872,"[356.0, 147.0, 294.0]","[68.5, 68.5, 68.5]",18.1
REGION 9,MX3564U1900,,12108,3,OK,OK,#00FF00,#00FF00,,19.425922,-99.22872,"[356.0, 147.0, 294.0]","[68.5, 68.5, 68.5]",18.1
REGION 9,DF9745L2100,528,,3,OK,OK,#00FF00,#00FF00,,19.300333,-99.16209,"[45.0, 157.0, 278.0]","[69.0, 69.0, 69.0]",25.6
REGION 9,DF1577U1900,,31009,3,OK,OK,#00FF00,#00FF00,,19.300333,-99.16209,"[45.0, 157.0, 278.0]","[69.0, 69.0, 69.0]",25.6
REGION 9,DF9745U850,,31009,3,OK,OK,#00FF00,#00FF00,,19.300333,-99.16209,"[45.0, 157.0, 278.0]","[69.0, 69.0, 69.0]",25.6
REGION 3,CH1971L2100,18184,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.589703,-106.111626,"[20.0, 150.0, 210.0]","[68.5, 70.0, 70.0]",30
REGION 3,CH1971U850,,21071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.589703,-106.111626,"[20.0, 150.0, 210.0]","[68.5, 70.0, 70.0]",30
REGION 3,CH2376U1900,,21071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.589703,-106.111626,"[20.0, 150.0, 210.0]","[68.5, 70.0, 70.0]",30
REGION 2,SI9145L2100,12841,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.83535,-107.41176,"[20.0, 160.0, 245.0]","[66.5, 66.5, 70.5]",25
REGION 2,SI9145U850,,11585,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.83535,-107.41176,"[20.0, 160.0, 245.0]","[66.5, 66.5, 70.5]",25
REGION 2,SI2414U1900,,11585,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.83535,-107.41176,"[20.0, 160.0, 245.0]","[66.5, 66.5, 70.5]",25
REGION 9,HI5372L2100,1799,,3,OK,OK,#00FF00,#00FF00,,20.383833,-99.644806,"[62.0, 217.0, 307.0]","[70.5, 70.5, 70.5]",56
REGION 9,HI1590U1900,,34007,3,OK,OK,#00FF00,#00FF00,,20.383833,-99.644806,"[62.0, 217.0, 307.0]","[70.5, 70.5, 70.5]",56
REGION 9,HI5372U850,,34007,3,OK,OK,#00FF00,#00FF00,,20.383833,-99.644806,"[62.0, 217.0, 307.0]","[70.5, 70.5, 70.5]",56
REGION 4,TA2954L2100,3888,,3,OK,OK,#00FF00,#00FF00,,27.492832,-99.50919,"[15.0, 175.0, 275.0]","[69.0, 69.0, 70.5]",34
REGION 4,TA2954U850,,41073,3,OK,OK,#00FF00,#00FF00,,27.492832,-99.50919,"[15.0, 175.0, 275.0]","[69.0, 69.0, 70.5]",34
REGION 4,TA7775U1900,,41073,3,OK,OK,#00FF00,#00FF00,,27.492832,-99.50919,"[15.0, 175.0, 275.0]","[69.0, 69.0, 70.5]",34
REGION 4,TA6718L2100,3903,,3,OK,OK,#00FF00,#00FF00,,22.829082,-99.012474,"[10.0, 175.0, 285.0]","[70.5, 70.5, 70.5]",60
REGION 4,TA8667U1900,,45018,3,OK,OK,#00FF00,#00FF00,,22.829082,-99.012474,"[10.0, 175.0, 285.0]","[70.5, 70.5, 70.5]",60
REGION 4,TA6718U850,,45018,3,OK,OK,#00FF00,#00FF00,,22.829082,-99.012474,"[10.0, 175.0, 285.0]","[70.5, 70.5, 70.5]",60
REGION 2,SO2712L2100,12804,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.034342,-110.958694,"[13.0, 146.0, 259.0]","[68.5, 66.5, 69.0]",25
REGION 2,SO2712U850,,21050,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.034342,-110.958694,"[13.0, 146.0, 259.0]","[68.5, 66.5, 69.0]",25
REGION 2,SO3259U1900,,21050,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.034342,-110.958694,"[13.0, 146.0, 259.0]","[68.5, 66.5, 69.0]",25
REGION 9,093063L2100,570,,1,OK,OK,#00FF00,#00FF00,,19.41465,-99.1542,[7.0],[71.9],3
REGION 9,093069U1900,,12008,1,OK,OK,#00FF00,#00FF00,,19.41465,-99.1542,[7.0],[71.9],3
REGION 9,DF6148L2100,523,,3,OK,OK,#00FF00,#00FF00,,19.291945,-99.17656,"[37.0, 157.0, 277.0]","[68.0, 68.0, 68.0]",20
REGION 9,DF3837U1900,,21009,3,OK,OK,#00FF00,#00FF00,,19.291945,-99.17656,"[37.0, 157.0, 277.0]","[68.0, 68.0, 68.0]",20
REGION 9,DF6148U850,,21009,3,OK,OK,#00FF00,#00FF00,,19.291945,-99.17656,"[37.0, 157.0, 277.0]","[68.0, 68.0, 68.0]",20
REGION 9,MX0187L2100,591,,3,OK,OK,#00FF00,#00FF00,,19.374666,-98.951614,"[47.0, 167.0, 287.0]","[69.0, 69.0, 69.0]",26.55
REGION 9,MX0187U850,,13010,3,OK,OK,#00FF00,#00FF00,,19.374666,-98.951614,"[47.0, 167.0, 287.0]","[69.0, 69.0, 69.0]",26.55
REGION 9,MX1314U1900,,13010,3,OK,OK,#00FF00,#00FF00,,19.374666,-98.951614,"[47.0, 167.0, 287.0]","[69.0, 69.0, 69.0]",26.55
REGION 9,MX1159L2100,593,,3,OK,OK,#00FF00,#00FF00,,19.25039,-99.63328,"[47.0, 167.0, 287.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX3774U1900,,32012,3,OK,OK,#00FF00,#00FF00,,19.25039,-99.63328,"[47.0, 167.0, 287.0]","[65.0, 65.0, 65.0]",20
REGION 6,QU1595L2100,23330,,3,OK,OK,#00FF00,#00FF00,,20.624786,-100.3717,"[10.0, 10.0, 70.0]","[66.5, 0.0, 0.0]",28
REGION 6,QU1595U850,,13058,3,OK,OK,#00FF00,#00FF00,,20.624786,-100.3717,"[10.0, 10.0, 70.0]","[66.5, 0.0, 0.0]",28
REGION 6,QU4359U1900,,13058,3,OK,OK,#00FF00,#00FF00,,20.624786,-100.3717,"[10.0, 10.0, 70.0]","[66.5, 0.0, 0.0]",28
REGION 9,MX4785L2100,614,,3,OK,OK,#00FF00,#00FF00,,19.500444,-99.06072,"[30.0, 150.0, 280.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX4785U850,,31081,3,OK,OK,#00FF00,#00FF00,,19.500444,-99.06072,"[30.0, 150.0, 280.0]","[65.0, 65.0, 65.0]",20
REGION 9,MX1330U1900,,31081,3,OK,OK,#00FF00,#00FF00,,19.500444,-99.06072,"[30.0, 150.0, 280.0]","[65.0, 65.0, 65.0]",20
REGION 4,NL9094L2100,3870,,3,OK,OK,#00FF00,#00FF00,,25.686226,-100.24778,"[65.0, 185.0, 185.0]","[60.0, 60.0, 68.0]",30
REGION 4,NL9094U850,,22016,3,OK,OK,#00FF00,#00FF00,,25.686226,-100.24778,"[65.0, 185.0, 185.0]","[60.0, 60.0, 68.0]",30
REGION 2,SI5775L2100,12547,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.078394,-108.058266,"[65.0, 145.0, 325.0]","[65.0, 65.0, 65.0]",50
REGION 2,SI3623U1900,,23329,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.078394,-108.058266,"[65.0, 145.0, 325.0]","[65.0, 65.0, 65.0]",50
REGION 2,SI5775U850,,23329,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.078394,-108.058266,"[65.0, 145.0, 325.0]","[65.0, 65.0, 65.0]",50
REGION 9,MO6279L2100,562,,3,OK,OK,#00FF00,#00FF00,,18.866693,-99.20947,"[22.0, 142.0, 277.0]","[69.0, 69.0, 69.0]",21.2
REGION 9,MO6279U850,,13000,3,OK,OK,#00FF00,#00FF00,,18.866693,-99.20947,"[22.0, 142.0, 277.0]","[69.0, 69.0, 69.0]",21.2
REGION 9,MO1300U1900,,13000,3,OK,OK,#00FF00,#00FF00,,18.866693,-99.20947,"[22.0, 142.0, 277.0]","[69.0, 69.0, 69.0]",21.2
REGION 9,MX1166L2100,593,,3,OK,OK,#00FF00,#00FF00,,19.274082,-99.68122,"[36.0, 152.0, 283.0]","[70.5, 70.5, 70.5]",24.8
REGION 9,MX3783U1900,,32012,3,OK,OK,#00FF00,#00FF00,,19.274082,-99.68122,"[36.0, 152.0, 283.0]","[70.5, 70.5, 70.5]",24.8
REGION 6,GT2939L2100,23304,,3,OK,OK,#00FF00,#00FF00,,20.440296,-101.54696,"[135.0, 210.0, 300.0]","[66.5, 66.5, 66.5]",35
REGION 6,GT6187U1900,,21033,3,OK,OK,#00FF00,#00FF00,,20.440296,-101.54696,"[135.0, 210.0, 300.0]","[66.5, 66.5, 66.5]",35
REGION 6,GT2939U850,,21033,3,OK,OK,#00FF00,#00FF00,,20.440296,-101.54696,"[135.0, 210.0, 300.0]","[66.5, 66.5, 66.5]",35
REGION 6,QU1904L2100,23348,,3,OK,OK,#00FF00,#00FF00,,20.52536,-99.876945,"[10.0, 150.0, 270.0]","[68.5, 68.5, 66.5]",40
REGION 6,QU1904U850,,38034,3,OK,OK,#00FF00,#00FF00,,20.52536,-99.876945,"[10.0, 150.0, 270.0]","[68.5, 68.5, 66.5]",40
REGION 6,QU1932U1900,,38034,3,OK,OK,#00FF00,#00FF00,,20.52536,-99.876945,"[10.0, 150.0, 270.0]","[68.5, 68.5, 66.5]",40
REGION 9,MX2863L2100,534,,3,OK,OK,#00FF00,#00FF00,,19.488087,-99.25642,"[347.0, 137.0, 267.0]","[65.0, 65.0, 65.0]",16
REGION 9,MX2863U850,,21004,3,OK,OK,#00FF00,#00FF00,,19.488087,-99.25642,"[347.0, 137.0, 267.0]","[65.0, 65.0, 65.0]",16
REGION 9,MX2866U1900,,21004,3,OK,OK,#00FF00,#00FF00,,19.488087,-99.25642,"[347.0, 137.0, 267.0]","[65.0, 65.0, 65.0]",16
REGION 9,DF6092L2100,553,,2,OK,OK,#00FF00,#00FF00,,19.4211,-99.2248,"[72.0, 227.0, 72.0]","[70.5, 70.5, 70.5]",6
REGION 9,DF1689U1900,,41005,2,OK,OK,#00FF00,#00FF00,,19.4211,-99.2248,"[72.0, 227.0, 72.0]","[70.5, 70.5, 70.5]",6
REGION 9,DF6092U850,,41005,2,OK,OK,#00FF00,#00FF00,,19.4211,-99.2248,"[72.0, 227.0, 72.0]","[70.5, 70.5, 70.5]",6
REGION 9,093751L2100,568,,3,OK,OK,#00FF00,#00FF00,,19.424656,-99.20483,"[7.0, 7.0, 7.0]","[71.9, 71.9, 71.9]",3
REGION 9,093751U850,,12108,3,OK,OK,#00FF00,#00FF00,,19.424656,-99.20483,"[7.0, 7.0, 7.0]","[71.9, 71.9, 71.9]",3
REGION 3,DU0605L2100,18200,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.017822,-104.60328,"[90.0, 220.0, 285.0]","[70.5, 70.5, 70.5]",36
REGION 3,DU0605U850,,14038,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.017822,-104.60328,"[90.0, 220.0, 285.0]","[70.5, 70.5, 70.5]",36
REGION 3,DU0204U1900,,14038,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.017822,-104.60328,"[90.0, 220.0, 285.0]","[70.5, 70.5, 70.5]",36
REGION 9,DF7453L2100,587,,3,OK,OK,#00FF00,#00FF00,,19.252111,-99.18422,"[18.0, 152.0, 248.0]","[65.0, 65.0, 65.0]",15.1
REGION 9,DF7453U850,,21060,3,OK,OK,#00FF00,#00FF00,,19.252111,-99.18422,"[18.0, 152.0, 248.0]","[65.0, 65.0, 65.0]",15.1
